MAL-00001 | Fullmetal Alchemist: Brotherhood | Type: Movie | Score: 5.01 | Genre: Comedy
MAL-20825 | Honey and Clover Part 135 | Type: TV | Score: 6.25 | Genre: Slice of Life
MAL-20826 | Natsume's Book of Friends Part 135 | Type: Movie | Score: 6.26 | Genre: Romance
MAL-20827 | Mushishi Part 135 | Type: OVA | Score: 6.27 | Genre: Suspense
MAL-20828 | Kino's Journey Part 135 | Type: ONA | Score: 6.28 | Genre: Adventure
MAL-20829 | Spice and Wolf Part 135 | Type: Special | Score: 6.29 | Genre: Sports
MAL-20830 | The Tatami Galaxy Part 135 | Type: TV | Score: 6.3 | Genre: Action
MAL-20831 | Ping Pong the Animation Part 135 | Type: Movie | Score: 6.31 | Genre: Comedy
MAL-20832 | Odd Taxi Part 135 | Type: OVA | Score: 6.32 | Genre: Drama
MAL-20833 | Cyberpunk: Edgerunners Part 135 | Type: ONA | Score: 6.33 | Genre: Fantasy
MAL-20834 | Devilman Crybaby Part 135 | Type: Special | Score: 6.34 | Genre: Sci-Fi
MAL-20835 | Parasyte -the maxim- Part 135 | Type: TV | Score: 6.35 | Genre: Slice of Life
MAL-20836 | Inuyashiki Part 135 | Type: Movie | Score: 6.36 | Genre: Romance
MAL-20837 | Elfen Lied Part 135 | Type: OVA | Score: 6.37 | Genre: Suspense
MAL-20838 | Deadman Wonderland Part 135 | Type: ONA | Score: 6.38 | Genre: Adventure
MAL-20839 | Mirai Nikki Part 135 | Type: Special | Score: 6.39 | Genre: Sports
MAL-20840 | Another Part 135 | Type: TV | Score: 6.4 | Genre: Action
MAL-20841 | Shiki Part 135 | Type: Movie | Score: 6.41 | Genre: Comedy
MAL-20842 | Higurashi: When They Cry Part 135 | Type: OVA | Score: 6.42 | Genre: Drama
MAL-20843 | Summer Time Rendering Part 135 | Type: ONA | Score: 6.43 | Genre: Fantasy
MAL-20844 | Ergo Proxy Part 135 | Type: Special | Score: 6.44 | Genre: Sci-Fi
MAL-20845 | Texhnolyze Part 135 | Type: TV | Score: 6.45 | Genre: Slice of Life
MAL-20846 | Serial Experiments Lain Part 135 | Type: Movie | Score: 6.46 | Genre: Romance
MAL-20847 | Darker than Black Part 135 | Type: OVA | Score: 6.47 | Genre: Suspense
MAL-20848 | Black Lagoon Part 135 | Type: ONA | Score: 6.48 | Genre: Adventure
MAL-20849 | Jormungand Part 135 | Type: Special | Score: 6.49 | Genre: Sports
MAL-20850 | Hellsing Ultimate Part 135 | Type: TV | Score: 6.5 | Genre: Action
MAL-20851 | Drifters Part 135 | Type: Movie | Score: 6.51 | Genre: Comedy
MAL-20852 | Dororo Part 135 | Type: OVA | Score: 6.52 | Genre: Drama
MAL-20853 | Samurai Champloo Part 135 | Type: ONA | Score: 6.53 | Genre: Fantasy
MAL-20854 | Rurouni Kenshin Part 135 | Type: Special | Score: 6.54 | Genre: Sci-Fi
MAL-20855 | Gintama' Part 135 | Type: TV | Score: 6.55 | Genre: Slice of Life
MAL-20856 | Gintama° Part 135 | Type: Movie | Score: 6.56 | Genre: Romance
MAL-20857 | Gintama: Enchousen Part 135 | Type: OVA | Score: 6.57 | Genre: Suspense
MAL-20858 | Gintama: The Final Part 135 | Type: ONA | Score: 6.58 | Genre: Adventure
MAL-20859 | Bleach Part 135 | Type: Special | Score: 6.59 | Genre: Sports
MAL-20860 | Katekyo Hitman Reborn! Part 135 | Type: TV | Score: 6.6 | Genre: Action
MAL-20861 | D.Gray-man Hallow Part 135 | Type: Movie | Score: 6.61 | Genre: Comedy
MAL-20862 | Beelzebub Part 135 | Type: OVA | Score: 6.62 | Genre: Drama
MAL-20863 | Gourmet Girl Graffiti Part 135 | Type: ONA | Score: 6.63 | Genre: Fantasy
MAL-20864 | Food Wars! Shokugeki no Soma Part 135 | Type: Special | Score: 6.64 | Genre: Sci-Fi
MAL-20865 | Yakitate!! Japan Part 135 | Type: TV | Score: 6.65 | Genre: Slice of Life
MAL-20866 | Toriko Part 135 | Type: Movie | Score: 6.66 | Genre: Romance
MAL-20867 | Golden Kamuy Part 135 | Type: OVA | Score: 6.67 | Genre: Suspense
MAL-20868 | Vinland Saga Season 2 Part 135 | Type: ONA | Score: 6.68 | Genre: Adventure
MAL-20869 | Kingdom Part 135 | Type: Special | Score: 6.69 | Genre: Sports
MAL-20870 | The Kings Avatar Part 135 | Type: TV | Score: 6.7 | Genre: Action
MAL-20871 | Soul Land Part 135 | Type: Movie | Score: 6.71 | Genre: Comedy
MAL-20872 | Battle Through the Heavens Part 135 | Type: OVA | Score: 6.72 | Genre: Drama
MAL-20873 | A Will Eternal Part 135 | Type: ONA | Score: 6.73 | Genre: Fantasy
MAL-20874 | Perfect World Part 135 | Type: Special | Score: 6.74 | Genre: Sci-Fi
MAL-20875 | Stellar Transformations Part 135 | Type: TV | Score: 6.75 | Genre: Slice of Life
MAL-20876 | Martial Universe Part 135 | Type: Movie | Score: 6.76 | Genre: Romance
MAL-20877 | Spare Me, Great Lord! Part 135 | Type: OVA | Score: 6.77 | Genre: Suspense
MAL-20878 | Versatile Mage Part 135 | Type: ONA | Score: 6.78 | Genre: Adventure
MAL-20879 | Fullmetal Alchemist: Brotherhood Part 136 | Type: Special | Score: 6.79 | Genre: Sports
MAL-20880 | Frieren: Beyond Journey's End Part 136 | Type: TV | Score: 6.8 | Genre: Action
MAL-20881 | Steins;Gate Part 136 | Type: Movie | Score: 6.81 | Genre: Comedy
MAL-20882 | Attack on Titan Part 136 | Type: OVA | Score: 6.82 | Genre: Drama
MAL-20883 | Hunter x Hunter Part 136 | Type: ONA | Score: 6.83 | Genre: Fantasy
MAL-20884 | Bleach: Thousand-Year Blood War Part 136 | Type: Special | Score: 6.84 | Genre: Sci-Fi
MAL-20885 | Gintama Part 136 | Type: TV | Score: 6.85 | Genre: Slice of Life
MAL-20886 | One Piece Part 136 | Type: Movie | Score: 6.86 | Genre: Romance
MAL-20887 | Naruto: Shippuden Part 136 | Type: OVA | Score: 6.87 | Genre: Suspense
MAL-20888 | Re:Zero - Starting Life in Another World Part 136 | Type: ONA | Score: 6.88 | Genre: Adventure
MAL-20889 | Jujutsu Kaisen Part 136 | Type: Special | Score: 6.89 | Genre: Sports
MAL-20890 | Demon Slayer: Kimetsu no Yaiba Part 136 | Type: TV | Score: 6.9 | Genre: Action
MAL-20891 | Chainsaw Man Part 136 | Type: Movie | Score: 6.91 | Genre: Comedy
MAL-20892 | Cowboy Bebop Part 136 | Type: OVA | Score: 6.92 | Genre: Drama
MAL-20893 | Neon Genesis Evangelion Part 136 | Type: ONA | Score: 6.93 | Genre: Fantasy
MAL-20894 | Code Geass: Lelouch of the Rebellion Part 136 | Type: Special | Score: 6.94 | Genre: Sci-Fi
MAL-20895 | Death Note Part 136 | Type: TV | Score: 6.95 | Genre: Slice of Life
MAL-20896 | Monster Part 136 | Type: Movie | Score: 6.96 | Genre: Romance
MAL-20897 | Hajime no Ippo Part 136 | Type: OVA | Score: 6.97 | Genre: Suspense
MAL-20898 | Vinland Saga Part 136 | Type: ONA | Score: 6.98 | Genre: Adventure
MAL-20899 | Mob Psycho 100 Part 136 | Type: Special | Score: 6.99 | Genre: Sports
MAL-20900 | One Punch Man Part 136 | Type: TV | Score: 7.0 | Genre: Action
MAL-20901 | My Hero Academia Part 136 | Type: Movie | Score: 7.01 | Genre: Comedy
MAL-20902 | Black Clover Part 136 | Type: OVA | Score: 7.02 | Genre: Drama
MAL-20903 | Sword Art Online Part 136 | Type: ONA | Score: 7.03 | Genre: Fantasy
MAL-20904 | Tokyo Ghoul Part 136 | Type: Special | Score: 7.04 | Genre: Sci-Fi
MAL-20905 | Your Name. Part 136 | Type: TV | Score: 7.05 | Genre: Slice of Life
MAL-20906 | Spirited Away Part 136 | Type: Movie | Score: 7.06 | Genre: Romance
MAL-20907 | A Silent Voice Part 136 | Type: OVA | Score: 7.07 | Genre: Suspense
MAL-20908 | Princess Mononoke Part 136 | Type: ONA | Score: 7.08 | Genre: Adventure
MAL-20909 | Howl's Moving Castle Part 136 | Type: Special | Score: 7.09 | Genre: Sports
MAL-20910 | Violet Evergarden Part 136 | Type: TV | Score: 7.1 | Genre: Action
MAL-20911 | Kaguya-sama: Love is War Part 136 | Type: Movie | Score: 7.11 | Genre: Comedy
MAL-20912 | Clannad: After Story Part 136 | Type: OVA | Score: 7.12 | Genre: Drama
MAL-20913 | Toradora! Part 136 | Type: ONA | Score: 7.13 | Genre: Fantasy
MAL-20914 | Anohana: The Flower We Saw That Day Part 136 | Type: Special | Score: 7.14 | Genre: Sci-Fi
MAL-20915 | Your Lie in April Part 136 | Type: TV | Score: 7.15 | Genre: Slice of Life
MAL-20916 | Haikyu!! Part 136 | Type: Movie | Score: 7.16 | Genre: Romance
MAL-20917 | Kuroko's Basketball Part 136 | Type: OVA | Score: 7.17 | Genre: Suspense
MAL-20918 | Slam Dunk Part 136 | Type: ONA | Score: 7.18 | Genre: Adventure
MAL-20919 | Blue Lock Part 136 | Type: Special | Score: 7.19 | Genre: Sports
MAL-20920 | Ao Ashi Part 136 | Type: TV | Score: 7.2 | Genre: Action
MAL-20921 | Chihayafuru Part 136 | Type: Movie | Score: 7.21 | Genre: Comedy
MAL-20922 | Legend of the Galactic Heroes Part 136 | Type: OVA | Score: 7.22 | Genre: Drama
MAL-20923 | Pluto Part 136 | Type: ONA | Score: 7.23 | Genre: Fantasy
MAL-20924 | Monster Part 136 | Type: Special | Score: 7.24 | Genre: Sci-Fi
MAL-20925 | Berserk Part 136 | Type: TV | Score: 7.25 | Genre: Slice of Life
MAL-20926 | Claymore Part 136 | Type: Movie | Score: 7.26 | Genre: Romance
MAL-20927 | D.Gray-man Part 136 | Type: OVA | Score: 7.27 | Genre: Suspense
MAL-20928 | Soul Eater Part 136 | Type: ONA | Score: 7.28 | Genre: Adventure
MAL-20929 | Fairy Tail Part 136 | Type: Special | Score: 7.29 | Genre: Sports
MAL-20930 | The Seven Deadly Sins Part 136 | Type: TV | Score: 7.3 | Genre: Action
MAL-20931 | Overlord Part 136 | Type: Movie | Score: 7.31 | Genre: Comedy
MAL-20932 | That Time I Got Reincarnated as a Slime Part 136 | Type: OVA | Score: 7.32 | Genre: Drama
MAL-20933 | Mushoku Tensei: Jobless Reincarnation Part 136 | Type: ONA | Score: 7.33 | Genre: Fantasy
MAL-20934 | Reincarnated as a Sword Part 136 | Type: Special | Score: 7.34 | Genre: Sci-Fi
MAL-20935 | The Eminence in Shadow Part 136 | Type: TV | Score: 7.35 | Genre: Slice of Life
MAL-20936 | Log Horizon Part 136 | Type: Movie | Score: 7.36 | Genre: Romance
MAL-20937 | No Game No Life Part 136 | Type: OVA | Score: 7.37 | Genre: Suspense
MAL-20938 | Konosuba: God's Blessing on this Wonderful World! Part 136 | Type: ONA | Score: 7.38 | Genre: Adventure
MAL-20939 | Re:CREATORS Part 136 | Type: Special | Score: 7.39 | Genre: Sports
MAL-20940 | Fate/Zero Part 136 | Type: TV | Score: 7.4 | Genre: Action
MAL-20941 | Fate/stay night: Unlimited Blade Works Part 136 | Type: Movie | Score: 7.41 | Genre: Comedy
MAL-20942 | Heaven's Feel Part 136 | Type: OVA | Score: 7.42 | Genre: Drama
MAL-20943 | Kara no Kyoukai Part 136 | Type: ONA | Score: 7.43 | Genre: Fantasy
MAL-20944 | Psycho-Pass Part 136 | Type: Special | Score: 7.44 | Genre: Sci-Fi
MAL-20945 | Ghost in the Shell: Stand Alone Complex Part 136 | Type: TV | Score: 7.45 | Genre: Slice of Life
MAL-20946 | Akira Part 136 | Type: Movie | Score: 7.46 | Genre: Romance
MAL-20947 | Steins;Gate 0 Part 136 | Type: OVA | Score: 7.47 | Genre: Suspense
MAL-20948 | Erased Part 136 | Type: ONA | Score: 7.48 | Genre: Adventure
MAL-20949 | The Promised Neverland Part 136 | Type: Special | Score: 7.49 | Genre: Sports
MAL-20950 | Made in Abyss Part 136 | Type: TV | Score: 7.5 | Genre: Action
MAL-20951 | Land of the Lustrous Part 136 | Type: Movie | Score: 7.51 | Genre: Comedy
MAL-20952 | Girls' Last Tour Part 136 | Type: OVA | Score: 7.52 | Genre: Drama
MAL-20953 | Nichijou - My Ordinary Life Part 136 | Type: ONA | Score: 7.53 | Genre: Fantasy
MAL-20954 | Daily Lives of High School Boys Part 136 | Type: Special | Score: 7.54 | Genre: Sci-Fi
MAL-20955 | Grand Blue Dreaming Part 136 | Type: TV | Score: 7.55 | Genre: Slice of Life
MAL-20956 | Gekkan Shoujo Nozaki-kun Part 136 | Type: Movie | Score: 7.56 | Genre: Romance
MAL-20957 | K-On! Part 136 | Type: OVA | Score: 7.57 | Genre: Suspense
MAL-20958 | Bocchi the Rock! Part 136 | Type: ONA | Score: 7.58 | Genre: Adventure
MAL-20959 | Love Live! School Idol Project Part 136 | Type: Special | Score: 7.59 | Genre: Sports
MAL-20960 | The Melancholy of Haruhi Suzumiya Part 136 | Type: TV | Score: 7.6 | Genre: Action
MAL-20961 | Lucky Star Part 136 | Type: Movie | Score: 7.61 | Genre: Comedy
MAL-20962 | Azumanga Daioh Part 136 | Type: OVA | Score: 7.62 | Genre: Drama
MAL-20963 | Tanaka-kun is Always Listless Part 136 | Type: ONA | Score: 7.63 | Genre: Fantasy
MAL-20964 | School Babysitters Part 136 | Type: Special | Score: 7.64 | Genre: Sci-Fi
MAL-20965 | Barakamon Part 136 | Type: TV | Score: 7.65 | Genre: Slice of Life
MAL-20966 | Silver Spoon Part 136 | Type: Movie | Score: 7.66 | Genre: Romance
MAL-20967 | March Comes in Like a Lion Part 136 | Type: OVA | Score: 7.67 | Genre: Suspense
MAL-20968 | Honey and Clover Part 136 | Type: ONA | Score: 7.68 | Genre: Adventure
MAL-20969 | Natsume's Book of Friends Part 136 | Type: Special | Score: 7.69 | Genre: Sports
MAL-20970 | Mushishi Part 136 | Type: TV | Score: 7.7 | Genre: Action
MAL-20971 | Kino's Journey Part 136 | Type: Movie | Score: 7.71 | Genre: Comedy
MAL-20972 | Spice and Wolf Part 136 | Type: OVA | Score: 7.72 | Genre: Drama
MAL-20973 | The Tatami Galaxy Part 136 | Type: ONA | Score: 7.73 | Genre: Fantasy
MAL-20974 | Ping Pong the Animation Part 136 | Type: Special | Score: 7.74 | Genre: Sci-Fi
MAL-20975 | Odd Taxi Part 136 | Type: TV | Score: 7.75 | Genre: Slice of Life
MAL-20976 | Cyberpunk: Edgerunners Part 136 | Type: Movie | Score: 7.76 | Genre: Romance
MAL-20977 | Devilman Crybaby Part 136 | Type: OVA | Score: 7.77 | Genre: Suspense
MAL-20978 | Parasyte -the maxim- Part 136 | Type: ONA | Score: 7.78 | Genre: Adventure
MAL-20979 | Inuyashiki Part 136 | Type: Special | Score: 7.79 | Genre: Sports
MAL-20980 | Elfen Lied Part 136 | Type: TV | Score: 7.8 | Genre: Action
MAL-20981 | Deadman Wonderland Part 136 | Type: Movie | Score: 7.81 | Genre: Comedy
MAL-20982 | Mirai Nikki Part 136 | Type: OVA | Score: 7.82 | Genre: Drama
MAL-20983 | Another Part 136 | Type: ONA | Score: 7.83 | Genre: Fantasy
MAL-20984 | Shiki Part 136 | Type: Special | Score: 7.84 | Genre: Sci-Fi
MAL-20985 | Higurashi: When They Cry Part 136 | Type: TV | Score: 7.85 | Genre: Slice of Life
MAL-20986 | Summer Time Rendering Part 136 | Type: Movie | Score: 7.86 | Genre: Romance
MAL-20987 | Ergo Proxy Part 136 | Type: OVA | Score: 7.87 | Genre: Suspense
MAL-20988 | Texhnolyze Part 136 | Type: ONA | Score: 7.88 | Genre: Adventure
MAL-20989 | Serial Experiments Lain Part 136 | Type: Special | Score: 7.89 | Genre: Sports
MAL-20990 | Darker than Black Part 136 | Type: TV | Score: 7.9 | Genre: Action
MAL-20991 | Black Lagoon Part 136 | Type: Movie | Score: 7.91 | Genre: Comedy
MAL-20992 | Jormungand Part 136 | Type: OVA | Score: 7.92 | Genre: Drama
MAL-20993 | Hellsing Ultimate Part 136 | Type: ONA | Score: 7.93 | Genre: Fantasy
MAL-20994 | Drifters Part 136 | Type: Special | Score: 7.94 | Genre: Sci-Fi
MAL-20995 | Dororo Part 136 | Type: TV | Score: 7.95 | Genre: Slice of Life
MAL-20996 | Samurai Champloo Part 136 | Type: Movie | Score: 7.96 | Genre: Romance
MAL-20997 | Rurouni Kenshin Part 136 | Type: OVA | Score: 7.97 | Genre: Suspense
MAL-20998 | Gintama' Part 136 | Type: ONA | Score: 7.98 | Genre: Adventure
MAL-20999 | Gintama° Part 136 | Type: Special | Score: 7.99 | Genre: Sports
MAL-21000 | Gintama: Enchousen Part 136 | Type: TV | Score: 8.0 | Genre: Action
MAL-21001 | Gintama: The Final Part 136 | Type: Movie | Score: 8.01 | Genre: Comedy
MAL-21002 | Bleach Part 136 | Type: OVA | Score: 8.02 | Genre: Drama
MAL-21003 | Katekyo Hitman Reborn! Part 136 | Type: ONA | Score: 8.03 | Genre: Fantasy
MAL-21004 | D.Gray-man Hallow Part 136 | Type: Special | Score: 8.04 | Genre: Sci-Fi
MAL-21005 | Beelzebub Part 136 | Type: TV | Score: 8.05 | Genre: Slice of Life
MAL-21006 | Gourmet Girl Graffiti Part 136 | Type: Movie | Score: 8.06 | Genre: Romance
MAL-21007 | Food Wars! Shokugeki no Soma Part 136 | Type: OVA | Score: 8.07 | Genre: Suspense
MAL-21008 | Yakitate!! Japan Part 136 | Type: ONA | Score: 8.08 | Genre: Adventure
MAL-21009 | Toriko Part 136 | Type: Special | Score: 8.09 | Genre: Sports
MAL-21010 | Golden Kamuy Part 136 | Type: TV | Score: 8.1 | Genre: Action
MAL-21011 | Vinland Saga Season 2 Part 136 | Type: Movie | Score: 8.11 | Genre: Comedy
MAL-21012 | Kingdom Part 136 | Type: OVA | Score: 8.12 | Genre: Drama
MAL-21013 | The Kings Avatar Part 136 | Type: ONA | Score: 8.13 | Genre: Fantasy
MAL-21014 | Soul Land Part 136 | Type: Special | Score: 8.14 | Genre: Sci-Fi
MAL-21015 | Battle Through the Heavens Part 136 | Type: TV | Score: 8.15 | Genre: Slice of Life
MAL-21016 | A Will Eternal Part 136 | Type: Movie | Score: 8.16 | Genre: Romance
MAL-21017 | Perfect World Part 136 | Type: OVA | Score: 8.17 | Genre: Suspense
MAL-21018 | Stellar Transformations Part 136 | Type: ONA | Score: 8.18 | Genre: Adventure
MAL-21019 | Martial Universe Part 136 | Type: Special | Score: 8.19 | Genre: Sports
MAL-21020 | Spare Me, Great Lord! Part 136 | Type: TV | Score: 8.2 | Genre: Action
MAL-21021 | Versatile Mage Part 136 | Type: Movie | Score: 8.21 | Genre: Comedy
MAL-21022 | Fullmetal Alchemist: Brotherhood Part 137 | Type: OVA | Score: 8.22 | Genre: Drama
MAL-21023 | Frieren: Beyond Journey's End Part 137 | Type: ONA | Score: 8.23 | Genre: Fantasy
MAL-21024 | Steins;Gate Part 137 | Type: Special | Score: 8.24 | Genre: Sci-Fi
MAL-21025 | Attack on Titan Part 137 | Type: TV | Score: 8.25 | Genre: Slice of Life
MAL-21026 | Hunter x Hunter Part 137 | Type: Movie | Score: 8.26 | Genre: Romance
MAL-21027 | Bleach: Thousand-Year Blood War Part 137 | Type: OVA | Score: 8.27 | Genre: Suspense
MAL-21028 | Gintama Part 137 | Type: ONA | Score: 8.28 | Genre: Adventure
MAL-21029 | One Piece Part 137 | Type: Special | Score: 8.29 | Genre: Sports
MAL-21030 | Naruto: Shippuden Part 137 | Type: TV | Score: 8.3 | Genre: Action
MAL-21031 | Re:Zero - Starting Life in Another World Part 137 | Type: Movie | Score: 8.31 | Genre: Comedy
MAL-21032 | Jujutsu Kaisen Part 137 | Type: OVA | Score: 8.32 | Genre: Drama
MAL-21033 | Demon Slayer: Kimetsu no Yaiba Part 137 | Type: ONA | Score: 8.33 | Genre: Fantasy
MAL-21034 | Chainsaw Man Part 137 | Type: Special | Score: 8.34 | Genre: Sci-Fi
MAL-21035 | Cowboy Bebop Part 137 | Type: TV | Score: 8.35 | Genre: Slice of Life
MAL-21036 | Neon Genesis Evangelion Part 137 | Type: Movie | Score: 8.36 | Genre: Romance
MAL-21037 | Code Geass: Lelouch of the Rebellion Part 137 | Type: OVA | Score: 8.37 | Genre: Suspense
MAL-21038 | Death Note Part 137 | Type: ONA | Score: 8.38 | Genre: Adventure
MAL-21039 | Monster Part 137 | Type: Special | Score: 8.39 | Genre: Sports
MAL-21040 | Hajime no Ippo Part 137 | Type: TV | Score: 8.4 | Genre: Action
MAL-21041 | Vinland Saga Part 137 | Type: Movie | Score: 8.41 | Genre: Comedy
MAL-21042 | Mob Psycho 100 Part 137 | Type: OVA | Score: 8.42 | Genre: Drama
MAL-21043 | One Punch Man Part 137 | Type: ONA | Score: 8.43 | Genre: Fantasy
MAL-21044 | My Hero Academia Part 137 | Type: Special | Score: 8.44 | Genre: Sci-Fi
MAL-21045 | Black Clover Part 137 | Type: TV | Score: 8.45 | Genre: Slice of Life
MAL-21046 | Sword Art Online Part 137 | Type: Movie | Score: 8.46 | Genre: Romance
MAL-21047 | Tokyo Ghoul Part 137 | Type: OVA | Score: 8.47 | Genre: Suspense
MAL-21048 | Your Name. Part 137 | Type: ONA | Score: 8.48 | Genre: Adventure
MAL-21049 | Spirited Away Part 137 | Type: Special | Score: 8.49 | Genre: Sports
MAL-21050 | A Silent Voice Part 137 | Type: TV | Score: 8.5 | Genre: Action
MAL-21051 | Princess Mononoke Part 137 | Type: Movie | Score: 8.51 | Genre: Comedy
MAL-21052 | Howl's Moving Castle Part 137 | Type: OVA | Score: 8.52 | Genre: Drama
MAL-21053 | Violet Evergarden Part 137 | Type: ONA | Score: 8.53 | Genre: Fantasy
MAL-21054 | Kaguya-sama: Love is War Part 137 | Type: Special | Score: 8.54 | Genre: Sci-Fi
MAL-21055 | Clannad: After Story Part 137 | Type: TV | Score: 8.55 | Genre: Slice of Life
MAL-21056 | Toradora! Part 137 | Type: Movie | Score: 8.56 | Genre: Romance
MAL-21057 | Anohana: The Flower We Saw That Day Part 137 | Type: OVA | Score: 8.57 | Genre: Suspense
MAL-21058 | Your Lie in April Part 137 | Type: ONA | Score: 8.58 | Genre: Adventure
MAL-21059 | Haikyu!! Part 137 | Type: Special | Score: 8.59 | Genre: Sports
MAL-21060 | Kuroko's Basketball Part 137 | Type: TV | Score: 8.6 | Genre: Action
MAL-21061 | Slam Dunk Part 137 | Type: Movie | Score: 8.61 | Genre: Comedy
MAL-21062 | Blue Lock Part 137 | Type: OVA | Score: 8.62 | Genre: Drama
MAL-21063 | Ao Ashi Part 137 | Type: ONA | Score: 8.63 | Genre: Fantasy
MAL-21064 | Chihayafuru Part 137 | Type: Special | Score: 8.64 | Genre: Sci-Fi
MAL-21065 | Legend of the Galactic Heroes Part 137 | Type: TV | Score: 8.65 | Genre: Slice of Life
MAL-21066 | Pluto Part 137 | Type: Movie | Score: 8.66 | Genre: Romance
MAL-21067 | Monster Part 137 | Type: OVA | Score: 8.67 | Genre: Suspense
MAL-21068 | Berserk Part 137 | Type: ONA | Score: 8.68 | Genre: Adventure
MAL-21069 | Claymore Part 137 | Type: Special | Score: 8.69 | Genre: Sports
MAL-21070 | D.Gray-man Part 137 | Type: TV | Score: 8.7 | Genre: Action
MAL-21071 | Soul Eater Part 137 | Type: Movie | Score: 8.71 | Genre: Comedy
MAL-21072 | Fairy Tail Part 137 | Type: OVA | Score: 8.72 | Genre: Drama
MAL-21073 | The Seven Deadly Sins Part 137 | Type: ONA | Score: 8.73 | Genre: Fantasy
MAL-21074 | Overlord Part 137 | Type: Special | Score: 8.74 | Genre: Sci-Fi
MAL-21075 | That Time I Got Reincarnated as a Slime Part 137 | Type: TV | Score: 8.75 | Genre: Slice of Life
MAL-21076 | Mushoku Tensei: Jobless Reincarnation Part 137 | Type: Movie | Score: 8.76 | Genre: Romance
MAL-21077 | Reincarnated as a Sword Part 137 | Type: OVA | Score: 8.77 | Genre: Suspense
MAL-21078 | The Eminence in Shadow Part 137 | Type: ONA | Score: 8.78 | Genre: Adventure
MAL-21079 | Log Horizon Part 137 | Type: Special | Score: 8.79 | Genre: Sports
MAL-21080 | No Game No Life Part 137 | Type: TV | Score: 8.8 | Genre: Action
MAL-21081 | Konosuba: God's Blessing on this Wonderful World! Part 137 | Type: Movie | Score: 8.81 | Genre: Comedy
MAL-21082 | Re:CREATORS Part 137 | Type: OVA | Score: 8.82 | Genre: Drama
MAL-21083 | Fate/Zero Part 137 | Type: ONA | Score: 8.83 | Genre: Fantasy
MAL-21084 | Fate/stay night: Unlimited Blade Works Part 137 | Type: Special | Score: 8.84 | Genre: Sci-Fi
MAL-21085 | Heaven's Feel Part 137 | Type: TV | Score: 8.85 | Genre: Slice of Life
MAL-21086 | Kara no Kyoukai Part 137 | Type: Movie | Score: 8.86 | Genre: Romance
MAL-21087 | Psycho-Pass Part 137 | Type: OVA | Score: 8.87 | Genre: Suspense
MAL-21088 | Ghost in the Shell: Stand Alone Complex Part 137 | Type: ONA | Score: 8.88 | Genre: Adventure
MAL-21089 | Akira Part 137 | Type: Special | Score: 8.89 | Genre: Sports
MAL-21090 | Steins;Gate 0 Part 137 | Type: TV | Score: 8.9 | Genre: Action
MAL-21091 | Erased Part 137 | Type: Movie | Score: 8.91 | Genre: Comedy
MAL-21092 | The Promised Neverland Part 137 | Type: OVA | Score: 8.92 | Genre: Drama
MAL-21093 | Made in Abyss Part 137 | Type: ONA | Score: 8.93 | Genre: Fantasy
MAL-21094 | Land of the Lustrous Part 137 | Type: Special | Score: 8.94 | Genre: Sci-Fi
MAL-21095 | Girls' Last Tour Part 137 | Type: TV | Score: 8.95 | Genre: Slice of Life
MAL-21096 | Nichijou - My Ordinary Life Part 137 | Type: Movie | Score: 8.96 | Genre: Romance
MAL-21097 | Daily Lives of High School Boys Part 137 | Type: OVA | Score: 8.97 | Genre: Suspense
MAL-21098 | Grand Blue Dreaming Part 137 | Type: ONA | Score: 8.98 | Genre: Adventure
MAL-21099 | Gekkan Shoujo Nozaki-kun Part 137 | Type: Special | Score: 8.99 | Genre: Sports
MAL-21100 | K-On! Part 137 | Type: TV | Score: 9.0 | Genre: Action
MAL-21101 | Bocchi the Rock! Part 137 | Type: Movie | Score: 9.01 | Genre: Comedy
MAL-21102 | Love Live! School Idol Project Part 137 | Type: OVA | Score: 9.02 | Genre: Drama
MAL-21103 | The Melancholy of Haruhi Suzumiya Part 137 | Type: ONA | Score: 9.03 | Genre: Fantasy
MAL-21104 | Lucky Star Part 137 | Type: Special | Score: 9.04 | Genre: Sci-Fi
MAL-21105 | Azumanga Daioh Part 137 | Type: TV | Score: 9.05 | Genre: Slice of Life
MAL-21106 | Tanaka-kun is Always Listless Part 137 | Type: Movie | Score: 9.06 | Genre: Romance
MAL-21107 | School Babysitters Part 137 | Type: OVA | Score: 9.07 | Genre: Suspense
MAL-21108 | Barakamon Part 137 | Type: ONA | Score: 9.08 | Genre: Adventure
MAL-21109 | Silver Spoon Part 137 | Type: Special | Score: 9.09 | Genre: Sports
MAL-21110 | March Comes in Like a Lion Part 137 | Type: TV | Score: 9.1 | Genre: Action
MAL-21111 | Honey and Clover Part 137 | Type: Movie | Score: 9.11 | Genre: Comedy
MAL-21112 | Natsume's Book of Friends Part 137 | Type: OVA | Score: 9.12 | Genre: Drama
MAL-21113 | Mushishi Part 137 | Type: ONA | Score: 9.13 | Genre: Fantasy
MAL-21114 | Kino's Journey Part 137 | Type: Special | Score: 9.14 | Genre: Sci-Fi
MAL-21115 | Spice and Wolf Part 137 | Type: TV | Score: 9.15 | Genre: Slice of Life
MAL-21116 | The Tatami Galaxy Part 137 | Type: Movie | Score: 9.16 | Genre: Romance
MAL-21117 | Ping Pong the Animation Part 137 | Type: OVA | Score: 9.17 | Genre: Suspense
